IncidentNumber,District,offenseDesc1,IncidentAddress,IncidentDate
2016-002609,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",12/31/15
2016-081643,81,THEFT OF PROPERTY MISD,"7024 AZALEA DR
Little Rock, Arkansas
(34.672974, -92.356151)",7/5/2016-7/6/2016
2016-082730,72,THEFT OF PROPERTY FELONY,"42 BRETAGNE CIR
Little Rock, Arkansas
(34.770997, -92.467111)",7/23/2016-7/24/2016
2016-006031,71,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"1602 GREEN MOUNTAIN DR
Little Rock, Arkansas
(34.768691, -92.403718)",1/15/15
2016-051449,63,THEFT OF PROPERTY FELONY,"4 BRADFORD CT
Little Rock, Arkansas
(34.765065, -92.379844)",5/9/16
2016-117650,64,THEFT OF PROPERTY FELONY,"10 SHACKLEFORD DR
Little Rock, Arkansas
(34.755128, -92.396336)",10/17/16
2016-117276,64,THEFT OF PROPERTY FELONY,"4209 S SHACKLEFORD RD
Little Rock, Arkansas
(34.715329, -92.392128)",10/15/16
2016-009187,71,THEFT OF PROPERTY MISD,"12610 CHENAL PKWY
Little Rock, Arkansas
(34.753879, -92.414284)",1/25/16
2016-019765,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",2/22/16
2016-082889,52,THEFT OF PROPERTY FELONY,"2419 S SCHILLER ST
Little Rock, Arkansas
(34.725526, -92.296572)",7/24/16
2016-083179,64,THEFT OF PROPERTY FELONY,"4323 FOSTER ST
Little Rock, Arkansas
(34.71389, -92.379832)",01/01/2016-07/25/2016
2016-072948,72,THEFT OF PROPERTY FELONY,"23 DUCLAIR CT
Little Rock, Arkansas
(34.77659, -92.466063)",7/1/16
2016-076989,40,THEFT OF PROPERTY FELONY,"701 S SCOTT ST
Little Rock, Arkansas
(34.741588, -92.270347)",7/10/16
2016-134026,81,THEFT OF PROPERTY FELONY,"8803 GEYER SPRINGS RD
Little Rock, Arkansas
(34.66987, -92.344322)",11/29/16
2016-000738,70,THEFT OF PROPERTY FELONY,"14100 SHEPARD DR
Little Rock, Arkansas
(34.796328, -92.42884)",12/16/2015-01/02/2016
2016-127912,50,THEFT OF PROPERTY FELONY,"2200 RIVERFRONT DR
Little Rock, Arkansas
(34.771309, -92.308103)",11/13/16
2016-117745,70,THEFT OF PROPERTY FELONY,"11702 PLEASANT RIDGE RD
Little Rock, Arkansas
(34.795279, -92.40656)",9/14/16
2016-036363,43,THEFT OF PROPERTY MISD,"1100 E ROOSEVELT RD
Little Rock, Arkansas
(34.72372, -92.260825)",4/4/16
2016-028114,60,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"6115 W MARKHAM ST
Little Rock, Arkansas
(34.74901, -92.27709)",3/5/16
2016-089361,40,THEFT OF PROPERTY FELONY,"400 W MARKHAM ST
Little Rock, Arkansas
(34.74866, -92.274472)",7/25/2016-8/2/2016
2016-097867,64,THEFT OF PROPERTY MISD,"109 MARKHAM PARK DR
Little Rock, Arkansas
(34.754984, -92.404871)",8/30/16
2016-046282,90,THEFT OF PROPERTY FELONY,"7117 N CHICOT RD
Little Rock, Arkansas
(34.685071, -92.361217)",04/27/2016-04/28/2016
2016-098510,51,THEFT OF PROPERTY FELONY,"900 W DAISY L GATSON BATES DR
Little Rock, Arkansas
(34.73664, -92.282393)",8/29/16
2016-041412,51,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"700 W MARKHAM ST
Little Rock, Arkansas
(34.74909, -92.277695)",4/16/16
2016-110457,63,THEFT OF PROPERTY FELONY,"801 PLEASANT VALLEY DR
Little Rock, Arkansas
(34.786464, -92.386527)",9/30/16
2016-135364,50,THEFT OF PROPERTY FELONY,"14 BRICKTON PL
Little Rock, Arkansas
(34.753231, -92.3283)",11/30/16
2016-070819,70,THEFT OF PROPERTY FELONY,"51 PINEHURST CIR
Little Rock, Arkansas
(34.777005, -92.41074)",6/18/2016-6/25/2016
2016-138013,70,THEFT OF PROPERTY FELONY,"13800 CANTRELL RD
Little Rock, Arkansas
(34.801575, -92.426246)",12/8/16
2016-119455,62,THEFT OF PROPERTY FELONY,"6300 COLONEL GLENN RD
Little Rock, Arkansas
(34.717718, -92.344724)",10/08/2016-10/22/2016
2016-110699,81,THEFT OF PROPERTY FELONY,"6806 W WAKEFIELD DR
Little Rock, Arkansas
(34.687479, -92.329386)",09/30/2016-10/01/2016
2016-124310,53,THEFT OF PROPERTY FELONY,"3201 W 15TH ST
Little Rock, Arkansas
(34.73738, -92.309282)",11/3/16
2016-115416,42,THEFT OF PROPERTY FELONY,"5501 FOURCHE DAM PIKE
Little Rock, Arkansas
(34.72617, -92.207232)",10/3/16
2016-111982,42,THEFT OF PROPERTY FELONY,"900 MAIN ST
Little Rock, Arkansas
(34.740228, -92.271872)",08/18/2016-09/27/2016
2016-049393,82,THEFT OF PROPERTY FELONY,"6123 QUEENSBORO DR
Little Rock, Arkansas
(34.664248, -92.347268)",05/05/2016-05/06/2016
2016-094543,71,THEFT OF PROPERTY FELONY,"528 TIMBER HILL DR
Little Rock, Arkansas
(34.749519, -92.41541)",06/29/2016-08/17/2016
2016-084897,60,THEFT OF PROPERTY FELONY,"300 E 3RD ST
Little Rock, Arkansas
(34.745724, -92.267747)",7/29/16
2016-123049,64,THEFT OF PROPERTY FELONY,"1200 JOHN BARROW RD
Little Rock, Arkansas
(34.741952, -92.3723)",10/28/2016-11/01/2016
2016-133609,53,THEFT OF PROPERTY FELONY,"3215 BROWN ST
Little Rock, Arkansas
(34.721338, -92.310781)",11/22/2016-11/28/2016
2016-125235,63,THEFT OF PROPERTY FELONY,"2001 RESERVOIR RD
Little Rock, Arkansas
(34.771491, -92.375841)",11/5/16
2016-001439,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",1/4/16
2016-033872,40,THEFT OF PROPERTY FELONY,"1206 MAIN ST
Little Rock, Arkansas
(34.737085, -92.272492)",10/01/2015-03/28/2016
2016-120671,54,THEFT OF PROPERTY FELONY,"1407 MADISON ST
Little Rock, Arkansas
(34.738959, -92.327672)",10/25/16
2016-146521,54,THEFT OF PROPERTY FELONY,"2600 BOULEVARD AVE
Little Rock, Arkansas
(34.727722, -92.329659)",12/31/16
2016-120570,64,THEFT OF PROPERTY FELONY,"900 S SHACKLEFORD RD
Little Rock, Arkansas
(34.745327, -92.394104)",10/25/16
2016-014572,40,THEFT OF PROPERTY FELONY,"1402 S COMMERCE ST
Little Rock, Arkansas
(34.734494, -92.268098)",02/01/2016-02/06/2016
2016-027192,64,THEFT OF PROPERTY FELONY,"120 PRYOR ST
Little Rock, Arkansas
(34.752671, -92.377435)",03/11/2016-03/12/2016
2016-122256,91,THEFT OF PROPERTY FELONY,"6611 YARBERRY LN
Little Rock, Arkansas
(34.643799, -92.352695)",10/29/16
2016-015984,60,THEFT OF PROPERTY FELONY,"600 S UNIVERSITY AVE
Little Rock, Arkansas
(34.746529, -92.341393)",01/12/2016-02/09/2016
2016-030130,60,THEFT OF PROPERTY FELONY,"420 S UNIVERSITY AVE
Little Rock, Arkansas
(34.749245, -92.3413)",03/03/2016-03/19/2016
2016-048848,71,THEFT OF PROPERTY MISD,"12700 CHENAL PKWY
Little Rock, Arkansas
(34.754179, -92.414858)",5/4/16
2016-062263,64,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE FELONY,"2700 S SHACKLEFORD RD
Little Rock, Arkansas
(34.729393, -92.394867)",6/6/16
2016-088146,52,THEFT OF PROPERTY FELONY,"3224 DR MARTIN LUTHER KING DR
Little Rock, Arkansas
(34.716909, -92.290121)",8/1/2016-8/6/2016
2016-021272,51,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"700 W CAPITOL AVE
Little Rock, Arkansas
(34.745214, -92.278842)",2/25/16
2016-015590,71,THEFT OF PROPERTY FELONY,"34 MORRISON CT
Little Rock, Arkansas
(34.765744, -92.419954)",01/25/2016-02/09/2016
2016-011770,40,THEFT OF PROPERTY FELONY,"7225 W 12TH ST
Little Rock, Arkansas
(34.741865, -92.354532)",01/29/2016-02/01/2016
2016-069739,71,THEFT OF PROPERTY FELONY,"12315 CHENAL PKWY
Little Rock, Arkansas
(34.752584, -92.413102)",6/24/16
2016-005746,50,THEFT OF PROPERTY FELONY,"1518 N FILLMORE ST
Little Rock, Arkansas
(34.766665, -92.33709)",1/15/16
2016-135140,81,THEFT OF PROPERTY FELONY,"8611 GEYER SPRINGS RD
Little Rock, Arkansas
(34.671704, -92.344204)",12/01/2016-12/02/2016
2016-086333,81,THEFT OF PROPERTY FELONY,"7501 INTERSTATE 30
Little Rock, Arkansas
(34.678517, -92.321232)",08/01/2016-08/02/2016
2016-087434,42,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"1 AIRPORT RD
Little Rock, Arkansas
(34.727078, -92.218952)",7/28/16
2016-129491,64,THEFT OF PROPERTY FELONY,"2801 ALDERSGATE RD
Little Rock, Arkansas
(34.728154, -92.389213)",11/13/16
2016-083988,51,THEFT OF PROPERTY FELONY,"718 BROADWAY ST
Little Rock, Arkansas
(34.742094, -92.276419)",7/26/16
2016-139903,91,THEFT OF PROPERTY MISD,"11 MABELVALE PLAZA LN
Little Rock, Arkansas
(34.666694, -92.38353)",12/14/16
2016-047746,90,THEFT OF PROPERTY FELONY,"5630 MABELVALE PIKE
Little Rock, Arkansas
(34.698054, -92.347235)",04/30/2016-05/01/2016
2016-049675,63,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE FELONY,"53 ROBINWOOD DR
Little Rock, Arkansas
(34.78321, -92.371958)",5/6/16
2016-108702,53,THEFT OF PROPERTY FELONY,"1701 S PINE ST
Little Rock, Arkansas
(34.735916, -92.317016)",09/25/2016-09/26/2016
2016-139263,63,THEFT OF PROPERTY FELONY,"1821 RESERVOIR RD
Little Rock, Arkansas
(34.768802, -92.375932)",12/12/16
2016-062062,90,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"12001 COLONEL GLENN RD
Little Rock, Arkansas
(34.711021, -92.408798)",6/6/16
2016-136722,63,THEFT OF PROPERTY FELONY,"6 REVERE CIR
Little Rock, Arkansas
(34.786948, -92.378108)",12/1/16
2016-070065,81,THEFT OF PROPERTY FELONY,"4809 W 65TH ST
Little Rock, Arkansas
(34.690236, -92.33026)",3/1/2015-6/25/2016
2016-053932,64,THEFT OF PROPERTY FELONY,"1212 S SHACKLEFORD RD
Little Rock, Arkansas
(34.742082, -92.394403)",4/26/2016-4/27/2016
2016-097270,51,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"700 W MARKHAM ST
Little Rock, Arkansas
(34.74909, -92.277695)",8/29/16
2016-134373,52,THEFT OF PROPERTY FELONY,"1310 W 16TH ST
Little Rock, Arkansas
(34.7354, -92.287998)",11/30/16
2016-096639,72,THEFT OF PROPERTY FELONY,"16101 CANTRELL RD
Little Rock, Arkansas
(34.803307, -92.450697)",07/27/2016-08/27/2016
2016-084177,80,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"3901 S UNIVERSITY AVE
Little Rock, Arkansas
(34.716309, -92.342369)",7/27/16
2016-090736,50,THEFT OF PROPERTY FELONY,"1402 N PIERCE ST
Little Rock, Arkansas
(34.765509, -92.337916)",8/12/16
2016-098487,53,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE FELONY,"3425 LAMAR ST
Little Rock, Arkansas
(34.744775, -92.312008)",08/28/2016-08/30/2016
2016-095889,61,THEFT OF PROPERTY FELONY,"311 CHEROKEE CIR
Little Rock, Arkansas
(34.750323, -92.362221)",8/25/16
2016-014443,82,THEFT OF PROPERTY MISD,"7525 BASELINE RD
Little Rock, Arkansas
(34.669701, -92.361577)",2/8/16
2016-087658,93,THEFT OF PROPERTY FELONY,"10 OLYMPIA CT
Little Rock, Arkansas
(34.676612, -92.421167)",8/4/2016-8/5/2016
2016-112465,93,THEFT OF PROPERTY FELONY,"2801 S UNIVERSITY AVE
Little Rock, Arkansas
(34.723236, -92.341968)",9/27/16
2016-057100,62,THEFT OF PROPERTY FELONY,"3601 BOWERS ST
Little Rock, Arkansas
(34.720745, -92.378487)",5/21/2016-5/25/2016
2016-111592,40,THEFT OF PROPERTY FELONY,"1015 MAIN ST
Little Rock, Arkansas
(34.738689, -92.272177)",9/17/16
2016-050309,50,THEFT OF PROPERTY FELONY,"2711 W MARKHAM ST
Little Rock, Arkansas
(34.750881, -92.304387)",05/07/2016-05/08/2016
2016-055995,64,THEFT OF PROPERTY FELONY,"1704 JUNIOR DEPUTY RD
Little Rock, Arkansas
(34.738322, -92.385748)",5/13/2016-5/21/2016
2016-096724,93,THEFT OF PROPERTY FELONY,"35 WEDGESIDE DR
Little Rock, Arkansas
(34.668057, -92.424924)",8/27/16
2016-139189,71,THEFT OF PROPERTY FELONY,"1912 GREEN MOUNTAIN DR
Little Rock, Arkansas
(34.769154, -92.403696)",12/12/16
2016-000285,60,THEFT OF PROPERTY MISD,"6000 W MARKHAM ST
Little Rock, Arkansas
(34.752338, -92.343058)",1/1/16
2016-014523,71,THEFT OF PROPERTY MISD,"900 S BOWMAN RD
Little Rock, Arkansas
(34.7465, -92.407221)",11/10/15
2016-129251,54,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE FELONY,"4301 W MARKHAM ST
Little Rock, Arkansas
(34.751583, -92.320998)",11/16/16
2016-001063,64,THEFT OF PROPERTY MISD,"27 CORPORATE HILL DR
Little Rock, Arkansas
(34.751965, -92.388275)",01/02/2016-01/03/2016
2016-112751,91,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE FELONY,"8820 BASELINE RD
Little Rock, Arkansas
(34.670102, -92.377042)",10/6/16
2016-133966,52,THEFT OF PROPERTY FELONY,"1700 S PARK ST
Little Rock, Arkansas
(34.734617, -92.297907)",11/27/2016-11/29/2016
2016-044939,53,THEFT OF PROPERTY FELONY,"421 S MAPLE ST
Little Rock, Arkansas
(34.747761, -92.314305)",04/23/2016-04/24/2016
2016-093344,62,THEFT OF PROPERTY FELONY,"8724 COLONEL GLENN RD
Little Rock, Arkansas
(34.710497, -92.372939)",07/30/2016-07/31/2016
2016-077202,64,THEFT OF PROPERTY FELONY,"11520 FINANCIAL CENTRE PKWY
Little Rock, Arkansas
(34.747029, -92.401868)",7/11/16
2016-110677,90,THEFT OF PROPERTY FELONY,"209 CONGRESSIONAL CIR
Little Rock, Arkansas
(34.700851, -92.411578)",10/1/16
2016-106696,82,THEFT OF PROPERTY FELONY,"7214 SKYLARK DR
Little Rock, Arkansas
(34.661392, -92.359129)",9/21/16
2016-073368,81,THEFT OF PROPERTY FELONY,"8709 GEYER SPRINGS RD
Little Rock, Arkansas
(34.670591, -92.344282)",7/2/16
2016-028928,71,THEFT OF PROPERTY FELONY,"12600 HUNTERS HILL RD
Little Rock, Arkansas
(34.765949, -92.414021)",03/02/2016-03/15/2016
2016-086140,72,THEFT OF PROPERTY FELONY,"15601 CANTRELL RD
Little Rock, Arkansas
(34.802372, -92.445187)",8/1/16
2016-029635,61,THEFT OF PROPERTY FELONY,"8107 PINE SUMMIT CT
Little Rock, Arkansas
(34.729998, -92.364504)",01/01/2016-03/18/2016
2016-089091,91,THEFT OF PROPERTY FELONY,"7905 NOLEN DR
Little Rock, Arkansas
(34.662936, -92.366342)",8/3/2016-8/6/2016
2016-007081,42,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE FELONY,"1 AIRPORT RD
Little Rock, Arkansas
(34.727078, -92.218952)",1/13/16
2016-077307,62,THEFT OF PROPERTY FELONY,"8320 W 39TH ST
Little Rock, Arkansas
(34.717867, -92.368397)",7/11/16
2016-116570,60,THEFT OF PROPERTY MISD,"6000 W MARKHAM ST
Little Rock, Arkansas
(34.752338, -92.343058)",10/15/16
2016-145724,91,THEFT OF PROPERTY FELONY,"9101 WOODFORD DR
Little Rock, Arkansas
(34.668132, -92.37186)",12/29/16
2016-076812,80,THEFT OF PROPERTY FELONY,"4811 TERRA VISTA CIR
Little Rock, Arkansas
(34.692495, -92.33057)",7/10/16
2016-110397,62,THEFT OF PROPERTY FELONY,"4600 S UNIVERSITY
Little Rock, Arkansas
(34.709354, -92.343787)",9/26/16
2016-029276,81,THEFT OF PROPERTY MISD,"8414 GEYER SPRINGS RD
Little Rock, Arkansas
(34.673276, -92.344103)",3/17/16
2016-014183,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",2/7/16
2016-130152,72,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"16105 CHENAL PKWY
Little Rock, Arkansas
(34.758122, -92.448962)",11/18/16
2016-142262,71,THEFT OF PROPERTY FELONY,"13101 CHENAL PKWY
Little Rock, Arkansas
(34.754777, -92.419689)",12/20/16
2016-117143,64,THEFT OF PROPERTY FELONY,"4624 MALLOY ST
Little Rock, Arkansas
(34.71098, -92.375532)",10/13/2016-10/17/2016
2016-069625,90,THEFT OF PROPERTY FELONY,"8101 STAGECOACH RD
Little Rock, Arkansas
(34.676744, -92.409445)",6/24/16
2016-040101,82,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"9417 GEYER SPRINGS RD
Little Rock, Arkansas
(34.664464, -92.344596)",4/13/16
2016-129009,54,THEFT OF PROPERTY FELONY,"5800 W 10TH ST
Little Rock, Arkansas
(34.743142, -92.339885)",11/16/16
2016-134025,81,THEFT OF PROPERTY FELONY,"8803 GEYER SPRINGS RD
Little Rock, Arkansas
(34.66987, -92.344322)",11/29/16
2016-009821,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",1/27/16
2016-059531,40,THEFT OF PROPERTY FELONY,"700 MAIN ST
Little Rock, Arkansas
(34.741989, -92.271514)",05/14/2016-05/27/2016
2016-016916,61,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE FELONY,"4200 S UNIVERSITY
Little Rock, Arkansas
(34.71564, -92.342692)",2/15/16
2016-075062,40,THEFT OF PROPERTY FELONY,"1506 S ROCK ST
Little Rock, Arkansas
(34.733807, -92.269456)",7/5/16
2016-086876,53,THEFT OF PROPERTY FELONY,"1813 S VALENTINE ST
Little Rock, Arkansas
(34.734263, -92.313819)",8/2/2016-8/3/2016
2016-022494,90,THEFT OF PROPERTY FELONY,"6918 MABELVALE PIKE
Little Rock, Arkansas
(34.686819, -92.352467)",08/01/2016-02/29/2016
2016-032948,93,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"11201 BASS PRO PKWY
Little Rock, Arkansas
(34.659015, -92.412321)",3/26/16
2016-090402,93,THEFT OF PROPERTY FELONY,"11201 BASS PRO PKWY
Little Rock, Arkansas
(34.659015, -92.412321)",8/11/16
2016-013017,82,THEFT OF PROPERTY MISD,"7525 BASELINE RD
Little Rock, Arkansas
(34.669701, -92.361577)",2/4/16
2016-025167,72,THEFT OF PROPERTY FELONY,"52 CHATEL DR
Little Rock, Arkansas
(34.805425, -92.482303)",03/06/2016-03/07/2016
2016-036491,54,THEFT OF PROPERTY FELONY,"4216 W 17TH ST
Little Rock, Arkansas
(34.735807, -92.321046)",04/01/2016-04/04/2016
2016-098545,64,THEFT OF PROPERTY FELONY,"9201 KANIS RD
Little Rock, Arkansas
(34.741583, -92.377205)",8/31/16
2016-054254,52,THEFT OF PROPERTY FELONY,"1700 DR MARTIN LUTHER KING DR
Little Rock, Arkansas
(34.73436, -92.289504)",5/17/2016-5/18/2016
2016-096614,60,THEFT OF PROPERTY FELONY,"6000 W MARKHAM ST
Little Rock, Arkansas
(34.752338, -92.343058)",8/26/16 0:00
2016-106675,91,THEFT OF PROPERTY FELONY,"8105 BASELINE RD
Little Rock, Arkansas
(34.66996, -92.367021)",09/20/2016-09/21/2016
2016-008997,82,THEFT OF PROPERTY MISD,"8902 GEYER SPRINGS RD
Little Rock, Arkansas
(34.668416, -92.344411)",1/25/16
2016-086384,52,THEFT OF PROPERTY FELONY,"1001 WRIGHT AVE
Little Rock, Arkansas
(34.732015, -92.284912)",7/28/16
2016-014236,81,THEFT OF PROPERTY MISD,"7902 STANTON RD
Little Rock, Arkansas
(34.67755, -92.332696)",01/24/2016-01/25/2016
2016-024184,82,THEFT OF PROPERTY FELONY,"7213 TWIN OAKS RD
Little Rock, Arkansas
(34.663039, -92.358961)",02/29/2016-03/04/2016
2016-020493,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",2/24/16
2016-138450,64,THEFT OF PROPERTY FELONY,"4621 COLONEL GLENN PLAZA DR
Little Rock, Arkansas
(34.71421, -92.4055)",12/10/16
2016-067820,70,THEFT OF PROPERTY FELONY,"4001 N RODNEY PARHAM RD
Little Rock, Arkansas
(34.789261, -92.398947)",6/18/2016-6/20/2016
2016-097668,71,THEFT OF PROPERTY FELONY,"9 CHERRY LAUREL CT
Little Rock, Arkansas
(34.734625, -92.41387)",8/16/16
2016-014520,82,THEFT OF PROPERTY MISD,"7525 BASELINE RD
Little Rock, Arkansas
(34.669701, -92.361577)",2/8/16
2016-089594,70,THEFT OF PROPERTY FELONY,"1717 MERRILL DR
Little Rock, Arkansas
(34.770788, -92.400652)",07/27/2016-08/01/2016
2016-089097,52,THEFT OF PROPERTY FELONY,"2600 HOWARD ST
Little Rock, Arkansas
(34.724712, -92.298789)",8/7/16
2016-111114,62,THEFT OF PROPERTY FELONY,"3510 S BRYANT ST
Little Rock, Arkansas
(34.720188, -92.351079)",10/2/16
2016-047453,63,THEFT OF PROPERTY MISD,"10901 N RODNEY PARHAM RD
Little Rock, Arkansas
(34.771421, -92.395699)",5/1/16
2016-002809,51,THEFT OF PROPERTY FELONY,"800 S GAINES ST
Little Rock, Arkansas
(34.742181, -92.278863)",11/01/2015-01/08/2016
2016-082768,40,THEFT OF PROPERTY FELONY,"1011 S ROCK ST
Little Rock, Arkansas
(34.738328, -92.268542)",7/18/2016-7/24/2016
2016-136448,72,THEFT OF PROPERTY FELONY,"17200 CHENAL PKWY
Little Rock, Arkansas
(34.762454, -92.454333)",11/17/16
2016-008798,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",1/24/16
2016-095946,40,THEFT OF PROPERTY FELONY,"3 STATEHOUSE PLZ
Little Rock, Arkansas
(34.747975, -92.269435)",8/25/16
2016-108030,50,THEFT OF PROPERTY FELONY,"3500 REBSAMEN PARK RD
Little Rock, Arkansas
(34.777866, -92.315)",9/24/16
2016-011653,90,THEFT OF PROPERTY FELONY,"8501 MABELVALE PIKE
Little Rock, Arkansas
(34.675905, -92.374742)",1/31/16
2016-004275,90,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"21 REMINGTON DR
Little Rock, Arkansas
(34.708726, -92.400197)",1/9/16
2016-014554,62,THEFT OF PROPERTY MISD,"6201 COLONEL GLENN RD
Little Rock, Arkansas
(34.717701, -92.343749)",2/8/16
2016-116120,72,THEFT OF PROPERTY FELONY,"215 CHALAMONT LN
Little Rock, Arkansas
(34.810295, -92.512043)",09/08/2016-10/14/2016
2016-134806,42,THEFT OF PROPERTY MISD,"6700 FOURCHE DAM PIKE
Little Rock, Arkansas
(34.721742, -92.195027)",11/30/16
2016-085953,81,THEFT OF PROPERTY FELONY,"7117 GEYER SPRINGS RD
Little Rock, Arkansas
(34.684881, -92.343543)",07/27/2016-07/29/2016
2016-103020,60,THEFT OF PROPERTY FELONY,"7002 CARRILON RD
Little Rock, Arkansas
(34.750794, -92.351982)",09/09/2016-09/10/2016
2016-120946,64,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"11401 MESA DR
Little Rock, Arkansas
(34.756846, -92.401087)",10/25/15
2016-105782,91,THEFT OF PROPERTY MISD,"11 MABELVALE PLAZA LN
Little Rock, Arkansas
(34.666694, -92.38353)",9/19/16
2016-136466,82,THEFT OF PROPERTY FELONY,"8902 GEYER SPRINGS RD
Little Rock, Arkansas
(34.668416, -92.344411)",12/5/16
2016-142338,63,THEFT OF PROPERTY FELONY,"1812 RESERVOIR RD
Little Rock, Arkansas
(34.768257, -92.37595)",12/20/16
2016-136460,93,THEFT OF PROPERTY FELONY,"8419 BASELINE RD
Little Rock, Arkansas
(34.66997, -92.37147)",12/2/16
2016-082795,81,THEFT OF PROPERTY FELONY,"5624 FISHER ST
Little Rock, Arkansas
(34.682812, -92.339972)",7/23/16
2016-115344,64,THEFT OF PROPERTY FELONY,"4117 ELAM ST
Little Rock, Arkansas
(34.715611, -92.376455)",10/12/16
2016-023139,81,THEFT OF PROPERTY MISD,"8824 GEYER SPRINGS RD
Little Rock, Arkansas
(34.670527, -92.344286)",03/02/2016-03/02/2016
2016-141904,72,THEFT OF PROPERTY FELONY,"4418 DEER PARK DR
Little Rock, Arkansas
(34.793932, -92.443702)",12/19/16
2016-089762,71,THEFT OF PROPERTY FELONY,"13701 WOODBROOK DR
Little Rock, Arkansas
(34.747346, -92.426235)",8/9/16
2016-125767,72,THEFT OF PROPERTY FELONY,"8607 RANCH BLVD
Little Rock, Arkansas
(34.812868, -92.461203)",06/01/2016-11/07/2016
2016-086166,71,THEFT OF PROPERTY FELONY,"900 S BOWMAN RD
Little Rock, Arkansas
(34.7465, -92.407221)",8/1/16
2016-105885,64,THEFT OF PROPERTY FELONY,"10001 KANIS RD
Little Rock, Arkansas
(34.74284, -92.386168)",9/12/16
2016-014978,52,THEFT OF PROPERTY MISD,"2322 W 17TH ST
Little Rock, Arkansas
(34.734827, -92.300108)",2/8/16
2016-052332,63,THEFT OF PROPERTY FELONY,"18 WARWICK RD
Little Rock, Arkansas
(34.762795, -92.388647)",5/11/2016-5/12/2016
2016-047744,71,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE FELONY,"9 FOX CHAPEL CT
Little Rock, Arkansas
(34.768858, -92.426313)",04/30/2016-05/02/2016
2016-012824,51,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE MISD,"101 S VICTORY ST
Little Rock, Arkansas
(34.749985, -92.285816)",2/3/16
2016-134324,72,THEFT OF PROPERTY FELONY,"2 VALLEY RANCH CT
Little Rock, Arkansas
(34.656555, -92.356268)",11/30/16
2016-125747,40,THEFT OF PROPERTY FELONY,"401 W CAPITOL AVE
Little Rock, Arkansas
(34.744729, -92.275264)",08/16/2016-10/06/2016
2016-015704,82,THEFT OF PROPERTY FELONY,"2 STILLMAN DR
Little Rock, Arkansas
(34.655985, -92.349103)",02/06/2016-02/11/2016
2016-082025,82,THEFT OF PROPERTY LOST MISLAID OR DELIVERED BY MISTAKE FELONY,"8902 GEYER SPRINGS RD
Little Rock, Arkansas
(34.668416, -92.344411)",7/21/16
2016-115848,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",10/13/16
2016-088436,64,THEFT OF PROPERTY FELONY,"10001 KANIS RD
Little Rock, Arkansas
(34.74284, -92.386168)",8/7/16
2016-074645,82,THEFT OF PROPERTY FELONY,"4125 ARAPAHO TRL
Little Rock, Arkansas
(34.661201, -92.32434)",7/5/16
